hour,day_of_week,is_weekend,rain_intensity,temperature,humidity,event_flag,rush_hour,avg_speed,traffic_flow
15,0,0,0.5,18.7,44.4,0,0,36.2,386.0
15,0,0,0.3,18.7,85.5,0,0,38.9,355.0
15,0,0,0.24,26.5,34.4,0,0,32.1,306.0
15,0,0,0.07,35.9,71.1,1,0,24.0,485.0
15,0,0,0.17,30.5,73.4,1,0,20.1,504.0
15,0,0,0.0,10.3,40.2,0,0,32.5,363.0
15,0,0,0.83,24.7,34.0,0,0,21.9,526.0
16,0,0,0.29,22.1,37.1,0,0,31.7,318.0
16,0,0,0.0,30.8,68.2,0,0,33.6,329.0
16,0,0,0.0,29.6,50.2,0,0,43.6,290.0
16,0,0,0.83,29.1,50.9,0,0,13.7,494.0
16,0,0,0.0,17.6,33.7,0,0,34.0,268.0
16,0,0,0.23,28.9,77.2,0,0,38.2,369.0
16,0,0,0.08,14.9,62.3,1,0,24.0,527.0
16,0,0,0.49,16.8,75.8,0,0,29.8,441.0
16,0,0,0.24,23.6,45.1,0,0,30.4,353.0
16,0,0,0.14,26.3,70.3,0,0,35.3,314.0
17,0,0,0.0,31.4,61.4,0,1,15.1,542.0
17,0,0,0.72,25.9,35.7,0,1,11.0,895.0
17,0,0,0.4,24.1,89.5,0,1,13.2,686.0
17,0,0,0.05,28.4,45.1,0,1,24.2,572.0
17,0,0,0.37,16.0,74.0,1,1,10.0,1079.0
17,0,0,0.03,14.6,75.8,0,1,21.0,603.0
17,0,0,0.0,17.9,38.8,0,1,18.9,538.0
17,0,0,0.44,30.5,64.5,0,1,14.4,780.0
17,0,0,0.0,28.5,58.7,0,1,25.2,484.0
17,0,0,0.23,26.5,44.5,1,1,15.9,1047.0
18,0,0,0.09,17.5,84.3,0,1,19.9,557.0
18,0,0,0.22,16.5,62.9,0,1,10.0,691.0
18,0,0,0.0,25.6,82.9,0,1,12.8,573.0
18,0,0,0.0,12.0,75.9,0,1,14.0,614.0
18,0,0,0.98,26.2,75.6,0,1,19.3,1045.0
18,0,0,0.55,9.9,35.2,0,1,10.0,775.0
18,0,0,0.22,35.1,73.9,0,1,10.1,656.0
18,0,0,0.14,27.1,31.9,0,1,10.0,677.0
18,0,0,0.0,7.5,70.2,0,1,12.0,585.0
18,0,0,0.1,16.3,69.4,0,1,16.2,620.0
19,0,0,0.0,35.8,37.3,0,1,15.3,573.0
19,0,0,0.22,18.6,68.9,0,1,18.8,687.0
19,0,0,0.0,35.0,40.8,0,1,18.1,541.0
19,0,0,0.52,13.2,83.7,0,1,15.4,777.0
19,0,0,0.12,22.4,88.3,0,1,18.0,573.0
19,0,0,0.1,33.9,84.0,0,1,10.0,584.0
19,0,0,0.49,25.1,82.1,0,1,13.9,739.0
19,0,0,0.3,24.5,66.5,0,1,19.4,687.0
19,0,0,0.0,34.0,72.2,0,1,23.9,561.0
19,0,0,0.0,23.0,40.6,0,1,20.4,555.0
20,0,0,0.39,32.1,77.5,0,0,39.0,320.0
20,0,0,0.59,29.8,46.3,1,0,22.0,555.0
20,0,0,0.05,32.3,70.9,0,0,34.5,281.0
20,0,0,0.9,17.9,55.0,0,0,27.9,402.0
20,0,0,0.26,19.4,80.9,0,0,33.0,340.0
20,0,0,0.05,19.1,43.9,0,0,41.8,209.0
20,0,0,0.59,18.2,66.7,0,0,29.6,361.0
20,0,0,0.42,24.7,47.4,0,0,38.4,350.0
20,0,0,0.27,23.7,59.5,0,0,42.2,266.0
20,0,0,0.36,12.7,49.1,0,0,42.0,239.0
21,0,0,0.14,42.9,30.3,0,0,51.4,238.0
21,0,0,0.0,22.8,43.2,0,0,42.8,224.0
21,0,0,0.0,27.9,59.9,0,0,36.8,275.0
21,0,0,0.06,9.4,73.3,0,0,36.4,294.0
21,0,0,0.0,39.0,60.2,0,0,42.8,242.0
21,0,0,0.47,24.7,49.4,0,0,40.0,326.0
21,0,0,0.32,18.0,88.7,0,0,32.7,298.0
21,0,0,0.37,19.1,37.1,0,0,35.2,290.0
21,0,0,0.52,26.2,60.7,0,0,31.0,342.0
21,0,0,0.09,27.4,34.4,0,0,35.6,275.0
22,0,0,0.51,43.5,45.0,0,0,33.9,343.0
22,0,0,0.31,23.2,64.8,0,0,32.5,296.0
22,0,0,0.17,29.8,81.8,0,0,30.6,286.0
22,0,0,0.87,23.2,30.2,0,0,26.6,382.0
22,0,0,0.12,21.1,49.3,0,0,40.7,264.0
22,0,0,0.27,24.7,39.2,1,0,20.6,502.0
22,0,0,0.23,23.5,36.0,1,0,27.7,421.0
22,0,0,0.26,28.9,69.3,0,0,44.6,237.0
22,0,0,0.0,39.1,38.7,0,0,45.7,217.0
22,0,0,0.35,21.1,69.6,0,0,48.8,273.0
23,0,0,0.68,18.0,74.4,0,0,47.3,170.0
23,0,0,0.17,29.3,79.2,0,0,60.0,138.0
23,0,0,0.23,19.9,84.0,0,0,52.9,139.0
23,0,0,0.07,16.8,44.0,0,0,41.6,129.0
23,0,0,0.47,8.9,56.3,0,0,49.5,122.0
23,0,0,0.0,28.1,30.9,0,0,51.1,102.0
23,0,0,0.37,18.0,39.3,0,0,52.5,105.0
23,0,0,0.34,36.6,35.2,0,0,56.0,132.0
23,0,0,0.0,24.4,76.2,0,0,45.8,127.0
23,0,0,0.34,29.3,46.4,0,0,45.2,81.0
0,1,0,0.0,24.7,57.1,0,0,50.8,193.0
0,1,0,0.22,35.7,43.8,0,0,51.7,151.0
0,1,0,0.53,14.1,38.8,0,0,46.5,163.0
0,1,0,0.25,31.7,72.1,0,0,42.3,205.0
0,1,0,0.0,23.9,55.4,1,0,50.3,168.0
0,1,0,0.0,25.5,42.0,0,0,57.2,100.0
0,1,0,0.73,18.3,38.0,0,0,48.2,144.0
0,1,0,0.26,25.5,79.6,0,0,55.9,128.0
0,1,0,0.0,28.9,79.1,0,0,44.5,136.0
0,1,0,0.03,30.7,76.3,0,0,57.5,84.0
1,1,0,0.0,36.6,83.1,0,0,45.1,91.0
1,1,0,0.46,27.6,61.5,0,0,45.9,166.0
1,1,0,0.04,23.1,56.7,0,0,56.2,155.0
1,1,0,0.14,28.0,46.7,0,0,52.0,52.0
1,1,0,0.44,35.6,75.5,0,0,49.0,144.0
1,1,0,0.41,17.6,62.0,0,0,57.0,130.0
1,1,0,0.46,30.9,34.0,0,0,57.5,154.0
1,1,0,0.07,24.0,52.1,0,0,55.4,61.0
1,1,0,0.21,14.6,65.2,0,0,42.8,132.0
1,1,0,0.18,32.5,81.4,0,0,47.0,113.0
2,1,0,0.0,39.8,49.6,0,0,50.4,77.0
2,1,0,0.47,27.7,70.3,0,0,48.2,150.0
2,1,0,0.15,32.5,64.4,0,0,48.1,148.0
2,1,0,0.0,13.4,39.9,0,0,45.5,118.0
2,1,0,0.0,25.5,54.2,0,0,58.5,90.0
2,1,0,0.13,30.2,70.1,1,0,49.8,162.0
2,1,0,0.0,33.3,46.0,1,0,48.2,160.0
2,1,0,0.41,24.4,84.9,1,0,39.0,182.0
2,1,0,0.28,42.7,35.8,0,0,40.9,184.0
2,1,0,0.2,18.0,85.8,1,0,51.3,165.0
3,1,0,0.77,27.4,50.4,0,0,44.1,162.0
3,1,0,0.19,24.5,50.9,0,0,57.3,60.0
3,1,0,0.4,21.8,38.7,0,0,48.7,151.0
3,1,0,0.63,31.6,55.9,0,0,52.0,125.0
3,1,0,0.45,24.4,42.3,0,0,44.0,73.0
3,1,0,0.34,28.6,75.6,0,0,50.9,108.0
3,1,0,0.6,16.1,72.2,0,0,51.6,146.0
3,1,0,0.39,42.4,39.0,0,0,35.6,198.0
3,1,0,0.16,28.8,88.8,0,0,56.4,65.0
3,1,0,0.09,22.5,57.2,0,0,50.1,106.0
4,1,0,0.06,27.6,58.4,0,0,49.3,122.0
4,1,0,0.15,14.5,65.3,0,0,49.0,150.0
4,1,0,0.02,14.4,77.5,0,0,59.7,50.0
4,1,0,0.22,27.5,81.4,0,0,55.2,71.0
4,1,0,0.65,24.7,71.7,0,0,50.1,152.0
4,1,0,0.0,20.4,58.6,0,0,60.0,50.0
4,1,0,0.0,17.7,33.0,0,0,53.9,79.0
4,1,0,0.0,36.4,42.0,0,0,51.7,113.0
4,1,0,0.18,40.5,76.6,0,0,51.8,129.0
4,1,0,0.33,22.3,48.1,0,0,51.9,123.0
5,1,0,0.25,24.9,59.3,0,0,49.2,175.0
5,1,0,0.0,16.9,35.9,0,0,57.4,67.0
5,1,0,0.35,22.5,49.6,0,0,60.0,68.0
5,1,0,0.14,19.9,54.5,0,0,55.8,102.0
5,1,0,0.58,20.6,75.5,0,0,56.5,134.0
5,1,0,0.21,35.6,46.7,0,0,49.9,86.0
5,1,0,0.11,22.3,33.8,0,0,50.7,143.0
5,1,0,0.0,25.1,38.5,0,0,52.5,94.0
5,1,0,0.09,23.7,44.2,0,0,49.8,84.0
5,1,0,0.44,28.4,53.2,0,0,54.8,125.0
6,1,0,0.02,16.6,66.6,0,0,43.6,145.0
6,1,0,0.43,16.8,50.8,0,0,36.5,201.0
6,1,0,0.0,31.2,80.2,0,0,58.5,72.0
6,1,0,0.0,23.7,62.0,0,0,47.1,92.0
6,1,0,0.68,19.7,41.5,1,0,48.8,215.0
6,1,0,0.65,22.5,67.5,0,0,42.9,125.0
6,1,0,0.44,11.8,50.0,1,0,51.6,220.0
6,1,0,0.07,18.4,43.3,0,0,39.2,116.0
6,1,0,0.69,25.3,41.4,0,0,50.9,151.0
6,1,0,0.52,15.9,78.3,0,0,42.9,183.0
7,1,0,0.29,28.4,32.1,0,1,15.7,631.0
7,1,0,0.55,31.0,88.8,0,1,11.4,697.0
7,1,0,0.02,24.6,47.7,1,1,15.9,709.0
7,1,0,0.48,29.4,55.2,0,1,13.7,703.0
7,1,0,0.0,16.6,48.3,0,1,23.6,513.0
7,1,0,0.48,11.3,38.3,0,1,12.0,693.0
7,1,0,0.04,20.4,31.0,0,1,25.9,543.0
7,1,0,0.35,20.5,48.0,0,1,10.0,634.0
7,1,0,0.13,21.7,52.3,0,1,20.1,563.0
7,1,0,0.71,21.5,64.1,0,1,10.0,822.0
8,1,0,0.5,37.2,67.1,0,1,19.7,669.0
8,1,0,0.1,31.4,37.5,0,1,29.9,491.0
8,1,0,0.12,35.3,70.1,0,1,18.0,516.0
8,1,0,0.65,12.5,69.4,0,1,12.2,766.0
8,1,0,0.33,26.6,37.1,0,1,11.0,628.0
8,1,0,0.22,16.0,61.1,0,1,14.7,636.0
8,1,0,0.1,18.6,45.3,0,1,12.7,545.0
8,1,0,0.0,27.4,72.7,0,1,19.3,527.0
8,1,0,0.0,27.3,45.2,0,1,22.1,489.0
8,1,0,0.18,24.8,76.9,0,1,16.7,572.0
9,1,0,0.0,37.2,46.9,0,1,17.3,526.0
9,1,0,0.19,26.0,32.3,0,1,14.9,619.0
9,1,0,0.37,27.2,83.1,0,1,19.4,644.0
9,1,0,0.22,9.4,60.1,0,1,20.7,552.0
9,1,0,0.03,41.4,67.2,0,1,14.9,500.0
9,1,0,0.31,22.7,59.3,0,1,19.0,591.0
9,1,0,0.21,27.2,47.3,0,1,23.6,544.0
9,1,0,0.03,32.4,89.3,0,1,20.7,546.0
9,1,0,0.14,20.3,74.2,1,1,14.8,799.0
9,1,0,0.0,18.6,66.8,0,1,20.1,461.0
10,1,0,0.08,14.3,41.7,0,0,40.6,314.0
10,1,0,0.0,20.2,68.1,0,0,48.0,290.0
10,1,0,0.19,27.7,66.8,0,0,35.8,287.0
10,1,0,0.17,18.6,79.1,0,0,32.8,343.0
10,1,0,0.12,28.0,41.0,0,0,41.2,306.0
10,1,0,0.06,15.5,53.6,0,0,40.5,323.0
10,1,0,0.46,5.9,87.2,0,0,28.3,404.0
10,1,0,0.11,22.8,55.3,0,0,33.1,331.0
10,1,0,0.38,24.8,55.6,0,0,38.7,323.0
10,1,0,0.0,21.3,60.7,0,0,39.0,250.0
11,1,0,0.05,18.0,60.5,0,0,39.6,315.0
11,1,0,0.25,21.8,33.7,0,0,35.2,387.0
11,1,0,0.59,31.7,35.3,0,0,30.5,421.0
11,1,0,0.34,23.7,60.2,1,0,18.6,550.0
11,1,0,0.0,26.7,40.5,1,0,20.1,476.0
11,1,0,0.28,22.9,37.9,0,0,30.5,364.0
11,1,0,0.28,21.7,48.7,0,0,37.7,340.0
11,1,0,0.0,22.7,57.1,0,0,39.7,322.0
11,1,0,0.44,25.2,45.8,1,0,10.0,625.0
11,1,0,0.05,26.0,66.5,0,0,30.0,354.0
12,1,0,0.27,35.8,30.1,1,0,19.6,586.0
12,1,0,0.13,11.9,87.9,0,0,33.8,302.0
12,1,0,0.29,13.6,87.0,0,0,40.2,322.0
12,1,0,0.6,36.8,65.8,0,0,20.6,456.0
12,1,0,0.1,24.6,62.4,0,0,38.6,308.0
12,1,0,0.35,11.8,65.6,0,0,36.5,402.0
12,1,0,0.44,26.5,57.1,1,0,13.3,591.0
12,1,0,0.67,19.1,32.6,0,0,31.2,417.0
12,1,0,0.3,15.7,75.7,0,0,21.2,397.0
12,1,0,0.21,21.9,35.2,0,0,34.5,356.0
13,1,0,0.22,27.8,61.3,1,0,27.6,459.0
13,1,0,0.86,20.9,86.0,0,0,21.0,539.0
13,1,0,0.22,34.0,50.8,0,0,45.6,328.0
13,1,0,0.14,19.3,89.6,0,0,33.7,336.0
13,1,0,0.33,33.0,64.2,0,0,41.5,362.0
13,1,0,0.76,18.9,61.9,0,0,26.7,469.0
13,1,0,0.91,20.3,36.4,0,0,23.4,495.0
13,1,0,0.84,39.6,82.5,0,0,28.6,474.0
13,1,0,0.25,32.6,66.4,0,0,31.3,368.0
13,1,0,0.15,27.7,81.7,0,0,37.3,299.0
14,1,0,0.57,34.0,47.2,0,0,28.1,402.0
14,1,0,0.07,15.1,87.7,0,0,43.5,294.0
14,1,0,0.24,28.5,57.3,0,0,34.3,285.0
14,1,0,0.03,14.1,61.7,0,0,34.3,354.0
14,1,0,0.61,17.9,64.7,0,0,29.0,443.0
14,1,0,0.62,35.0,35.1,0,0,34.1,392.0
14,1,0,0.79,15.0,84.5,0,0,22.6,497.0
14,1,0,0.0,27.5,41.4,0,0,37.9,297.0
14,1,0,0.0,24.5,56.0,0,0,46.2,292.0
14,1,0,0.05,19.6,52.1,0,0,32.7,316.0
15,1,0,0.01,26.2,54.1,0,0,36.7,250.0
15,1,0,0.0,30.9,55.0,0,0,40.7,285.0
15,1,0,0.23,44.1,48.3,0,0,41.0,368.0
15,1,0,0.82,22.8,78.1,0,0,24.0,499.0
15,1,0,0.0,26.3,35.7,1,0,23.6,500.0
15,1,0,0.72,17.8,59.4,0,0,25.8,421.0
15,1,0,0.0,15.3,68.8,0,0,46.3,317.0
15,1,0,0.0,23.2,54.7,1,0,26.7,458.0
15,1,0,0.1,26.2,70.2,0,0,31.9,301.0
15,1,0,0.38,19.7,68.9,0,0,32.4,439.0
16,1,0,0.1,12.7,68.0,0,0,35.8,361.0
16,1,0,0.49,18.9,56.4,0,0,39.8,402.0
16,1,0,0.44,39.4,40.4,0,0,28.5,394.0
16,1,0,0.36,13.0,62.0,0,0,33.5,402.0
16,1,0,0.06,29.3,68.4,0,0,35.2,349.0
16,1,0,0.06,24.0,72.8,0,0,37.8,319.0
16,1,0,0.0,28.4,30.9,0,0,43.6,269.0
16,1,0,0.17,34.1,61.8,0,0,36.3,364.0
16,1,0,0.36,26.4,88.9,0,0,35.0,417.0
16,1,0,0.11,20.9,30.3,0,0,30.5,321.0
17,1,0,0.42,20.5,78.2,1,1,13.7,1117.0
17,1,0,0.45,18.6,48.0,0,1,18.9,765.0
17,1,0,0.0,32.0,60.5,0,1,17.0,580.0
17,1,0,0.25,24.3,78.3,0,1,15.5,699.0
17,1,0,0.0,29.7,41.4,0,1,20.4,572.0
17,1,0,0.36,14.7,56.9,0,1,10.0,722.0
17,1,0,0.05,22.8,58.0,0,1,18.3,564.0
17,1,0,0.0,20.2,31.8,0,1,14.3,575.0
17,1,0,0.0,23.4,36.0,0,1,12.7,588.0
17,1,0,0.0,21.7,54.2,0,1,19.3,546.0
18,1,0,0.0,38.0,30.6,1,1,16.9,876.0
18,1,0,0.0,34.6,61.8,0,1,10.2,606.0
18,1,0,0.0,26.3,68.6,0,1,27.6,530.0
18,1,0,0.71,21.4,78.8,0,1,12.6,802.0
18,1,0,0.17,26.3,45.4,0,1,10.2,664.0
18,1,0,0.08,29.9,88.2,0,1,10.7,612.0
18,1,0,0.62,33.0,43.1,0,1,15.7,849.0
18,1,0,0.3,27.3,65.0,0,1,10.0,739.0
18,1,0,0.0,18.8,59.3,0,1,10.7,557.0
18,1,0,0.53,20.9,85.4,0,1,13.7,803.0
19,1,0,0.55,24.0,57.9,0,1,10.0,793.0
19,1,0,0.0,28.5,75.9,0,1,13.1,594.0
19,1,0,0.29,19.8,47.6,0,1,18.5,676.0
19,1,0,0.35,26.5,31.2,1,1,16.8,1036.0
19,1,0,0.02,24.9,41.5,0,1,13.2,606.0
19,1,0,0.97,20.2,82.4,0,1,10.0,1027.0
19,1,0,0.1,28.2,51.4,0,1,10.0,586.0
19,1,0,0.82,16.8,84.0,0,1,10.0,954.0
19,1,0,0.0,25.1,53.5,0,1,20.5,552.0
19,1,0,0.0,33.6,32.7,0,1,16.3,597.0
20,1,0,0.72,14.2,84.0,0,0,35.8,361.0
20,1,0,0.2,39.0,74.8,0,0,41.4,247.0
20,1,0,0.11,47.3,61.1,0,0,34.5,201.0
20,1,0,1.02,42.0,87.0,0,0,34.6,397.0
20,1,0,0.87,29.5,68.4,0,0,33.8,371.0
20,1,0,0.18,23.3,55.7,0,0,36.7,294.0
20,1,0,0.0,24.4,86.2,0,0,41.4,239.0
20,1,0,0.14,30.4,35.6,0,0,30.3,267.0
20,1,0,0.16,14.2,80.2,0,0,37.1,255.0
20,1,0,0.0,34.4,80.6,0,0,44.7,224.0
21,1,0,0.0,27.2,45.3,0,0,40.9,227.0
21,1,0,0.53,41.2,40.6,0,0,35.3,341.0
21,1,0,0.3,25.5,64.3,0,0,41.0,295.0
21,1,0,0.2,2.1,71.8,0,0,35.3,307.0
21,1,0,0.18,21.4,60.7,0,0,46.4,230.0
21,1,0,0.03,3.4,71.2,0,0,44.2,268.0
21,1,0,0.06,30.4,41.7,0,0,32.7,237.0
21,1,0,0.32,29.2,81.1,0,0,28.1,321.0
21,1,0,0.02,22.4,71.1,0,0,36.3,257.0
21,1,0,0.53,29.2,38.4,0,0,36.4,355.0
22,1,0,0.0,39.6,73.8,0,0,47.1,265.0
22,1,0,0.13,36.2,37.3,0,0,46.0,215.0
22,1,0,0.15,24.7,53.0,0,0,46.2,274.0
22,1,0,0.2,22.9,47.5,0,0,41.9,203.0
22,1,0,0.46,28.6,87.6,0,0,28.6,331.0
22,1,0,0.2,20.2,37.5,0,0,41.8,366.0
22,1,0,0.22,26.3,47.3,0,0,38.3,266.0
22,1,0,0.44,33.6,66.6,0,0,35.4,334.0
22,1,0,0.0,31.0,52.9,0,0,36.7,257.0
22,1,0,0.0,30.1,39.5,0,0,37.6,219.0
23,1,0,0.01,12.1,72.8,0,0,54.1,95.0
23,1,0,0.0,35.8,88.8,1,0,51.7,114.0
23,1,0,0.22,23.8,73.9,1,0,40.2,235.0
23,1,0,0.86,30.2,65.8,0,0,52.7,136.0
23,1,0,0.07,11.7,56.8,0,0,59.8,87.0
23,1,0,0.05,19.6,42.9,0,0,60.0,97.0
23,1,0,0.0,38.3,83.4,1,0,54.3,151.0
23,1,0,0.27,37.0,45.5,0,0,47.7,145.0
23,1,0,0.24,20.1,52.3,1,0,43.3,206.0
23,1,0,0.29,33.6,46.4,1,0,48.4,110.0
0,2,0,0.0,22.7,62.6,0,0,43.8,131.0
0,2,0,0.0,10.4,33.1,0,0,53.7,100.0
0,2,0,0.21,21.6,82.2,0,0,54.6,139.0
0,2,0,0.32,17.8,76.0,0,0,49.4,153.0
0,2,0,0.0,18.5,82.2,0,0,48.5,128.0
0,2,0,0.34,23.1,84.1,0,0,49.1,210.0
0,2,0,0.0,18.9,78.9,0,0,47.7,99.0
0,2,0,0.0,27.2,61.2,0,0,51.5,147.0
0,2,0,0.0,17.0,64.2,0,0,52.5,91.0
0,2,0,0.24,24.7,36.3,0,0,51.5,115.0
1,2,0,0.0,30.0,37.8,0,0,46.4,135.0
1,2,0,0.13,22.2,30.5,0,0,53.7,113.0
1,2,0,0.47,35.4,38.7,0,0,53.3,107.0
1,2,0,0.61,9.3,63.5,0,0,51.7,168.0
1,2,0,0.28,27.9,89.8,1,0,38.1,181.0
1,2,0,0.39,14.3,36.9,0,0,60.0,129.0
1,2,0,0.47,27.3,74.4,0,0,48.8,148.0
1,2,0,0.0,24.1,89.6,0,0,50.4,101.0
1,2,0,0.21,9.3,63.5,0,0,42.7,127.0
1,2,0,0.0,32.2,53.0,1,0,44.1,174.0
2,2,0,0.39,28.1,40.2,0,0,43.7,135.0
2,2,0,0.18,26.9,87.5,1,0,43.8,152.0
2,2,0,0.0,23.6,70.1,0,0,53.9,102.0
2,2,0,0.06,27.0,67.7,0,0,49.3,135.0
2,2,0,0.67,17.2,43.7,0,0,43.1,132.0
2,2,0,0.0,18.2,33.0,0,0,48.7,103.0
2,2,0,0.0,33.6,64.5,0,0,44.1,129.0
2,2,0,0.0,25.2,79.6,0,0,60.0,79.0
2,2,0,0.0,26.5,84.9,0,0,45.3,136.0
2,2,0,0.26,30.2,87.1,0,0,50.4,134.0
3,2,0,0.0,25.0,43.3,1,0,44.5,127.0
3,2,0,0.82,26.5,34.0,1,0,38.1,252.0
3,2,0,0.22,33.0,82.7,0,0,44.3,135.0
3,2,0,0.0,21.2,55.1,0,0,50.0,126.0
3,2,0,0.11,20.6,62.3,0,0,56.9,137.0
3,2,0,0.0,27.3,57.1,0,0,53.0,126.0
3,2,0,0.23,28.8,61.6,0,0,49.8,68.0
3,2,0,0.37,42.4,65.8,0,0,53.2,76.0
3,2,0,0.15,28.1,60.8,0,0,45.7,160.0
3,2,0,0.33,11.7,46.7,0,0,47.6,151.0
4,2,0,0.22,34.3,44.3,0,0,47.2,134.0
4,2,0,0.0,14.8,68.2,0,0,54.3,130.0
4,2,0,0.67,28.1,81.6,0,0,41.8,224.0
4,2,0,0.92,36.4,83.4,0,0,46.7,138.0
4,2,0,0.0,23.3,59.9,0,0,56.0,107.0
4,2,0,0.13,26.8,84.1,1,0,48.9,154.0
4,2,0,0.34,26.1,34.8,0,0,49.4,151.0
4,2,0,0.0,22.2,67.7,0,0,56.6,50.0
4,2,0,0.47,20.8,86.1,0,0,54.9,139.0
4,2,0,0.0,19.6,35.9,0,0,50.8,120.0
5,2,0,0.77,30.6,36.8,0,0,42.4,158.0
5,2,0,0.16,28.7,82.6,0,0,46.3,121.0
5,2,0,0.51,27.3,30.2,0,0,47.6,124.0
5,2,0,0.21,20.7,61.7,0,0,49.9,140.0
5,2,0,0.0,32.2,85.7,0,0,60.0,73.0
5,2,0,0.0,38.2,36.9,0,0,53.4,125.0
5,2,0,0.0,31.1,87.4,0,0,42.1,152.0
5,2,0,0.16,36.0,73.4,0,0,57.9,109.0
5,2,0,0.17,37.0,53.2,0,0,48.4,174.0
5,2,0,0.0,35.7,64.3,0,0,51.0,80.0
6,2,0,0.0,38.9,31.5,0,0,47.3,133.0
6,2,0,0.19,36.5,58.4,0,0,56.5,73.0
6,2,0,0.11,25.1,58.5,1,0,39.1,201.0
6,2,0,0.0,37.2,30.4,0,0,44.2,122.0
6,2,0,0.58,30.8,49.3,1,0,41.9,240.0
6,2,0,0.16,27.5,78.6,0,0,51.1,123.0
6,2,0,0.66,24.0,76.1,0,0,45.2,196.0
6,2,0,0.03,22.1,55.5,0,0,55.8,102.0
6,2,0,0.61,36.8,38.0,0,0,41.3,195.0
6,2,0,0.0,23.5,44.5,0,0,39.8,122.0
7,2,0,0.0,19.2,76.7,0,1,23.6,498.0
7,2,0,0.0,31.9,85.7,0,1,23.1,531.0
7,2,0,0.24,20.6,61.7,1,1,10.0,861.0
7,2,0,0.7,30.2,32.0,0,1,13.3,745.0
7,2,0,0.3,17.1,48.7,0,1,13.7,560.0
7,2,0,0.07,42.1,87.8,1,1,10.0,831.0
7,2,0,0.22,11.4,63.2,0,1,10.0,577.0
7,2,0,0.41,17.1,76.3,0,1,10.0,643.0
7,2,0,0.35,35.7,42.3,1,1,10.0,984.0
7,2,0,0.01,16.2,69.9,0,1,37.2,460.0
8,2,0,0.15,27.0,74.5,0,1,11.8,570.0
8,2,0,0.16,33.6,73.5,0,1,19.3,557.0
8,2,0,0.34,26.8,64.6,0,1,11.8,629.0
8,2,0,0.06,22.7,60.8,0,1,10.2,490.0
8,2,0,0.72,29.4,32.8,0,1,11.6,774.0
8,2,0,0.0,30.8,86.4,0,1,25.3,414.0
8,2,0,0.41,32.5,66.4,0,1,15.5,662.0
8,2,0,0.06,34.6,80.3,0,1,17.6,498.0
8,2,0,0.0,30.3,43.7,0,1,14.2,532.0
8,2,0,0.3,30.8,79.7,0,1,15.6,596.0
9,2,0,0.24,17.6,49.7,0,1,10.0,590.0
9,2,0,0.0,37.5,78.2,0,1,25.0,527.0
9,2,0,0.49,28.1,64.8,0,1,18.8,682.0
9,2,0,0.02,26.0,89.1,0,1,22.6,517.0
9,2,0,0.0,29.6,31.9,0,1,28.2,491.0
9,2,0,0.33,11.9,55.3,0,1,24.0,624.0
9,2,0,0.44,28.6,41.7,0,1,10.0,655.0
9,2,0,0.17,28.0,52.9,0,1,28.7,538.0
9,2,0,0.86,26.6,33.5,0,1,17.1,878.0
9,2,0,0.0,20.1,84.9,0,1,13.8,556.0
10,2,0,0.18,21.4,79.0,0,0,23.0,386.0
10,2,0,0.08,14.1,85.7,0,0,34.7,347.0
10,2,0,0.57,12.8,54.1,0,0,25.1,435.0
10,2,0,0.67,22.2,46.8,1,0,10.0,670.0
10,2,0,0.45,12.1,58.3,0,0,24.6,372.0
10,2,0,0.28,24.4,44.0,0,0,35.5,385.0
10,2,0,0.44,33.9,54.3,0,0,35.1,356.0
10,2,0,0.41,31.6,40.7,0,0,25.3,346.0
10,2,0,0.39,28.9,35.7,0,0,28.9,440.0
10,2,0,0.05,28.1,61.5,0,0,41.7,300.0
11,2,0,0.6,22.4,35.4,0,0,31.7,431.0
11,2,0,0.0,30.4,86.1,0,0,50.0,213.0
11,2,0,0.74,20.1,57.1,0,0,25.3,455.0
11,2,0,0.85,28.4,46.5,0,0,26.2,521.0
11,2,0,0.0,39.7,87.7,0,0,28.1,317.0
11,2,0,0.53,18.2,32.9,0,0,28.4,369.0
11,2,0,0.67,31.7,42.1,1,0,19.2,638.0
11,2,0,0.24,36.3,44.5,0,0,27.8,343.0
11,2,0,0.29,23.3,37.3,0,0,37.9,332.0
11,2,0,0.0,36.5,36.1,0,0,37.5,352.0
12,2,0,0.52,36.3,60.0,0,0,24.6,493.0
12,2,0,0.52,35.5,65.2,0,0,26.6,412.0
12,2,0,0.3,23.5,75.6,0,0,37.5,323.0
12,2,0,0.12,36.2,49.4,0,0,40.9,351.0
12,2,0,0.0,15.7,49.8,0,0,41.7,245.0
12,2,0,0.0,18.1,74.1,0,0,39.3,350.0
12,2,0,0.01,16.4,31.3,0,0,35.5,292.0
12,2,0,0.25,19.8,89.9,0,0,28.4,370.0
12,2,0,0.42,27.1,36.8,1,0,14.8,585.0
12,2,0,0.44,23.6,76.9,0,0,37.8,414.0
13,2,0,0.16,33.0,39.0,0,0,39.6,323.0
13,2,0,0.66,37.4,45.6,0,0,27.4,485.0
13,2,0,0.25,31.1,76.8,0,0,39.2,334.0
13,2,0,0.13,9.4,31.1,0,0,26.3,325.0
13,2,0,0.72,22.8,80.0,0,0,41.0,429.0
13,2,0,0.0,21.3,38.8,0,0,45.1,295.0
13,2,0,0.4,32.7,41.6,0,0,39.5,310.0
